id,vendor,series,name,slug,description,specs,warranty,features,source_url,source_updated_at,active,created_at,updated_at,category,sku,coverage_sqft_per_box
71,Harbinger,Signature Acoustic Click,Cornwall,harbinger-signature-acoustic-click-cornwall,Floating Floor,[object Object],,,https://www.harbingerfloors.com/product-page/cornwall-1,Sun Jan 18 2026 22:13:01 GMT-0800 (Pacific Standard Time),true,Sun Jan 18 2026 21:21:19 GMT-0800 (Pacific Standard Time),Sun Jan 18 2026 22:13:01 GMT-0800 (Pacific Standard Time),Signature Acoustic Click,SAC 55106R,26.95
72,Harbinger,Harbinger Acoustic Click,Maduro,harbinger-harbinger-acoustic-click-maduro,Floating Floor,[object Object],,,https://www.harbingerfloors.com/product-page/maduro,Sun Jan 18 2026 22:13:01 GMT-0800 (Pacific Standard Time),true,Sun Jan 18 2026 21:21:19 GMT-0800 (Pacific Standard Time),Sun Jan 18 2026 22:13:01 GMT-0800 (Pacific Standard Time),Harbinger Acoustic Click,SPC 11101R,
73,Harbinger,Signature Acoustic Click,Dublin,harbinger-signature-acoustic-click-dublin,Floating Floor,[object Object],,,https://www.harbingerfloors.com/product-page/dublin-1,Sun Jan 18 2026 22:13:01 GMT-0800 (Pacific Standard Time),true,Sun Jan 18 2026 21:21:19 GMT-0800 (Pacific Standard Time),Sun Jan 18 2026 22:13:01 GMT-0800 (Pacific Standard Time),Signature Acoustic Click,SAC 55101R,22.25
74,Harbinger,Signature Acoustic Click,Bantame,harbinger-signature-acoustic-click-bantame,Floating Floor,[object Object],,,https://www.harbingerfloors.com/product-page/bantame,Sun Jan 18 2026 22:13:02 GMT-0800 (Pacific Standard Time),true,Sun Jan 18 2026 21:21:19 GMT-0800 (Pacific Standard Time),Sun Jan 18 2026 22:13:02 GMT-0800 (Pacific Standard Time),Signature Acoustic Click,SAC 55010S,21.29
75,Harbinger,Craftsman,Gobi,harbinger-craftsman-gobi,Glue Down,[object Object],,,https://www.harbingerfloors.com/product-page/gobi,Sun Jan 18 2026 22:13:02 GMT-0800 (Pacific Standard Time),true,Sun Jan 18 2026 21:21:20 GMT-0800 (Pacific Standard Time),Sun Jan 18 2026 22:13:02 GMT-0800 (Pacific Standard Time),Craftsman,HCP 44044R,29.62
76,Harbinger,Signature Acoustic Click,Jakarta,harbinger-signature-acoustic-click-jakarta,Glue Down,[object Object],,,https://www.harbingerfloors.com/product-page/jakarta,Sun Jan 18 2026 22:13:02 GMT-0800 (Pacific Standard Time),true,Sun Jan 18 2026 21:21:20 GMT-0800 (Pacific Standard Time),Sun Jan 18 2026 22:13:02 GMT-0800 (Pacific Standard Time),Signature Acoustic Click,HCP 66022R,37.55
77,Harbinger,Signature Acoustic Click,Exeter,harbinger-signature-acoustic-click-exeter,Floating Floor,[object Object],,,https://www.harbingerfloors.com/product-page/exeter,Sun Jan 18 2026 22:13:02 GMT-0800 (Pacific Standard Time),true,Sun Jan 18 2026 21:21:20 GMT-0800 (Pacific Standard Time),Sun Jan 18 2026 22:13:02 GMT-0800 (Pacific Standard Time),Signature Acoustic Click,SAC 55115R,19.32
78,Harbinger,Signature Acoustic Click,Paris,harbinger-signature-acoustic-click-paris,Glue Down,[object Object],,,https://www.harbingerfloors.com/product-page/paris,Sun Jan 18 2026 22:13:03 GMT-0800 (Pacific Standard Time),true,Sun Jan 18 2026 21:21:20 GMT-0800 (Pacific Standard Time),Sun Jan 18 2026 22:13:03 GMT-0800 (Pacific Standard Time),Signature Acoustic Click,HCP 66055R,39.03
79,Harbinger,Signature Acoustic Click,Munich,harbinger-signature-acoustic-click-munich,Glue Down,[object Object],,,https://www.harbingerfloors.com/product-page/munich,Sun Jan 18 2026 22:13:03 GMT-0800 (Pacific Standard Time),true,Sun Jan 18 2026 21:21:20 GMT-0800 (Pacific Standard Time),Sun Jan 18 2026 22:13:03 GMT-0800 (Pacific Standard Time),Signature Acoustic Click,TQZ 2405R,33.93
80,Harbinger,Signature Acoustic Click,"Cambridge 9""",harbinger-signature-acoustic-click-cambridge-9,Heavy commercial floating floor,[object Object],,,https://www.harbingerfloors.com/product-page/cambridge-9,Sun Jan 18 2026 22:13:03 GMT-0800 (Pacific Standard Time),true,Sun Jan 18 2026 21:21:21 GMT-0800 (Pacific Standard Time),Sun Jan 18 2026 22:13:03 GMT-0800 (Pacific Standard Time),Signature Acoustic Click,WPC 77066R,
81,Harbinger,Signature Acoustic Click,Marengo Grey,harbinger-signature-acoustic-click-marengo-grey,Floating Floor,[object Object],,,https://www.harbingerfloors.com/product-page/marengo-grey,Sun Jan 18 2026 22:13:03 GMT-0800 (Pacific Standard Time),true,Sun Jan 18 2026 21:21:21 GMT-0800 (Pacific Standard Time),Sun Jan 18 2026 22:13:03 GMT-0800 (Pacific Standard Time),Signature Acoustic Click,SAC 55004S,21.29
